frame,channel,SDR_mix,SDR_est,SDR_imp,process,fft.len,fft.hop,fft.win,bss.demix_update,bss.source_model,bss.n_iter,bss.ref_mic,bss.f_limit,bss.rot,bss.forget,mixdir_name
24,0,-0.8514065411319014,-3.467944763776813,-2.6165382226449116,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,0,-3.5967640041395517,-2.4674570224743384,1.1293069816652133,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,0,-2.5638265024097295,-2.383743609897785,0.18008289251194443,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,0,-8.125270024011716,-4.989067630981411,3.136202393030305,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,0,-13.87015955352625,-7.8292675481179295,6.04089200540832,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,0,-1.4589482721365712,1.2079073501138555,2.6668556222504267,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,1,-2.519163074202593,0.8047426769589423,3.323905751161535,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,1,-7.802984305442214,-9.45049125952542,-1.6475069540832052,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,1,-1.1109708659892434,3.3691680210754855,4.480138887064729,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,1,-11.095500831275418,-10.56019220330219,0.5353086279732278,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,1,-4.049188695325483,1.6649165346435668,5.71410522996905,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,1,0.6978202734959542,1.1473519514160813,0.44953167792012705,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,1,-3.1800672911815537,1.4649271897735,4.644994480955054,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,1,-6.13328639895186,-1.6308569418181798,4.5024294571336805,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,1,-5.9299674715372666,-1.5979915773151945,4.331975894222072,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,1,-2.3727748666771564,-1.073416958951068,1.2993579077260884,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,1,-4.387785700886927,-1.9527327007277901,2.435053000159137,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,1,-7.819411782483802,0.793823005510865,8.613234787994667,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,1,-4.4027095955384,-2.8936664205085827,1.509043175029817,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,1,-12.333909339271242,-6.767600712502563,5.56630862676868,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,1,-4.9605865525268165,-2.1026161817093856,2.857970370817431,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,1,-5.993811071764066,-6.252654061104228,-0.25884298934016226,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,1,-1.200147391651423,2.319571148529377,3.5197185401807998,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,1,-3.4288849472709577,-5.38559666018023,-1.9567117129092724,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,1,-7.271643051543881,-2.9045740292810907,4.367069022262791,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,3.2213323031272707,5.854924054324345,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,-1.3330379501057825,5.191958570674216,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,-0.9255949742646357,5.889386838854054,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,1.3465235151370312,6.689583942293052,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,-3.633813991782393,1.8850222794670177,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,-5.650094399255924,-1.9134598316965232,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,-6.806616320949686,5.048747519826652,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,1.4765928285934817,2.3710551141795864,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,-0.5210041137689813,5.657980106879928,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,-2.4518169428040744,9.092243348539787,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,-12.333752010967952,2.204085263435182,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-16.71688264536151,17.655473626210238,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,18.927129421787956,20.231667550685568,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,2,-6.983178817827969,13.38053190059952,20.363710718427487,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,2,-4.873576347988527,12.587704595873952,17.461280943862477,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,2,-11.07525431654057,11.816817585137592,22.892071901678165,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,2,-9.802713671658147,10.6246430440675,20.427356715725647,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,2,-7.238842035015485,12.92419830439804,20.163040339413524,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,2,-13.870926979855035,9.283036620320429,23.153963600175466,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,2,-32.000359950697266,-24.76648469719745,7.233875253499818,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,2,-39.158863188174024,-18.905211528875427,20.253651659298598,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,2,-11.59407850651066,11.380931238059844,22.975009744570507,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,2,-7.9305170590113585,11.810492872564875,19.741009931576233,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,2,-10.10131176097989,11.404402469168797,21.505714230148687,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,2,-10.762657985115132,9.750408446545764,20.513066431660896,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,2,-6.984980929356958,11.48960517566422,18.474586105021178,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,2,-12.294965659262678,8.06407114713479,20.35903680639747,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,2,-38.771565570390166,-26.27394271124009,12.497622859150077,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,2,-41.4949215927194,-28.229564715759416,13.265356876959984,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,2,-36.616946140418726,-15.473967893936765,21.14297824648196,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,2,-4.096522106053568,10.485149542069472,14.58167164812304,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,2,-4.09742008407128,8.79909341686282,12.896513500934102,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,2,-7.045754990828068,9.695496038908141,16.74125102973621,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,2,-5.522041207920143,6.709501034871199,12.231542242791342,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,2,-4.726767093027211,10.588555424801292,15.315322517828504,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,2,-14.672023376741006,7.172117099449851,21.84414047619086,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,2,-45.21261811793614,-27.169055266116505,18.043562851819633,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,2,-38.576897252114115,-10.502792839031738,28.074104413082377,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,2,-2.799900112392679,6.6956486413696155,9.495548753762295,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,2,1.2450646867206474,14.893377561203438,13.64831287448279,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,2,-19.884425543704413,5.58974374964323,25.474169293347643,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,3,-11.087440215181754,15.415949071908637,26.503389287090393,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,3,-7.66024609752926,12.611095600433053,20.271341697962313,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,3,-6.245670191498929,14.158349737742766,20.404019929241695,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,3,-5.517668122706972,14.942331898787149,20.46000002149412,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,3,-6.291035565551285,11.788744210329538,18.079779775880823,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,3,-16.060850869011702,5.181601797510197,21.2424526665219,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,3,-36.945466868427694,-19.197625179411098,17.747841689016596,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,3,-6.490215355729489,9.045031432478085,15.535246788207573,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,3,-1.8819082715956823,12.266945826894357,14.14885409849004,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,3,-5.769259501955043,12.435625523255375,18.204885025210416,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,3,-34.09289767449283,-27.69304087379181,6.3998568007010235,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,3,-36.027999543058165,-4.468894329339061,31.559105213719103,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,3,-2.6731559362633694,14.471795651423813,17.14495158768718,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,3,-7.571524566337397,13.905186699895717,21.476711266233114,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,3,-40.64510413529739,-19.689749497566066,20.955354637731322,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,3,-11.619651101194677,9.98634259057927,21.605993691773946,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,3,-3.0002639055691493,13.751400909120532,16.751664814689683,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,3,-5.314377026508417,12.144613749742373,17.45899077625079,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,3,-4.631196585381431,11.713497003108756,16.344693588490188,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,3,-33.2233115266733,-18.40899866207952,14.81431286459378,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,3,-28.088376192146217,-28.846931729113248,-0.7585555369670303,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,3,-6.89690774773632,14.99557166907289,21.89247941680921,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,3,-4.763958419603943,13.878116398338808,18.64207481794275,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,3,-6.5912530386160215,12.219037158776015,18.810290197392035,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,3,-10.029802965528216,10.611951707020806,20.64175467254902,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,3,-44.694448512174546,-19.36341684382909,25.331031668345457,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,3,-32.63227758958306,-18.6961650771008,13.93611251248226,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,3,-1.8985994275336926,17.27886022156526,19.177459649098953,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,3,-7.586414301902549,13.855555205938037,21.441969507840586,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,3,-5.5968985921961,14.010165410294968,19.607064002491068,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,4,-2.828574811300321,13.148016967050696,15.976591778351017,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,4,-6.836714427374969,9.27511285989272,16.11182728726769,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,4,-6.747773017373153,5.106677205954765,11.854450223327918,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,4,-8.580629131709895,5.475735524051125,14.05636465576102,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,4,-6.655102957600113,7.404156198409816,14.05925915600993,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,4,-5.7000844449305355,11.295806232231278,16.995890677161814,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,4,-4.260047033760196,10.16032762685277,14.420374660612964,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,4,-3.5446031420950215,7.2256857500223495,10.770288892117371,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,4,-10.618754833930193,6.074746523357226,16.69350135728742,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,4,-10.488448674670991,2.2542004691581945,12.742649143829185,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,4,-1.9272859602654877,10.372482549110247,12.299768509375735,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,4,2.169958956889114,13.427369898927434,11.25741094203832,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,4,-7.138801165798306,6.432096643214052,13.570897809012358,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,4,-5.981319942503908,11.358904820976823,17.34022476348073,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,4,-4.5232592455731,12.556271442679034,17.079530688252134,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,4,-2.0316631431529633,8.11941536475902,10.151078507911983,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,4,-8.333540757281114,3.853850464926802,12.187391222207916,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,4,-9.499976689697187,1.9005403811973853,11.400517070894573,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,4,-1.8101436624283918,8.149161093801604,9.959304756229995,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,4,-8.047077949285061,4.486051647917867,12.533129597202928,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,4,-5.61551343237105,6.5502617913444485,12.1657752237155,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,4,-14.112270724573929,1.2259527594108952,15.338223483984823,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,4,-8.801665429745151,6.032292247931857,14.83395767767701,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,4,-3.670840697147177,10.551289601845822,14.222130298993,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,4,-14.83173695526148,0.30079608138501124,15.13253303664649,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,4,0.9199086614811005,7.817304644147506,6.8973959826664055,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,4,-4.381441677332422,7.598724633166629,11.980166310499051,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,4,-15.034515002530874,2.467513552213197,17.502028554744072,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,4,-5.916837769544317,7.864500924874715,13.781338694419032,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,4,-3.8715191728214853,7.204003233819307,11.075522406640793,batch-sfi,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,0,-5.265176752370912,-3.8911669615024866,1.374009790868425,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,0,-9.144143319088634,-9.817922854727971,-0.673779535639337,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,0,-11.563906450307568,-4.525886151787388,7.0380202985201805,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,0,-3.4188532694885723,3.425437911672196,6.844291181160768,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,0,-2.915948713645772,2.673322919525289,5.589271633171061,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,0,-9.318551145143317,2.1400901902590235,11.45864133540234,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,0,-4.65978437953519,1.948143349341,6.60792772887619,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,0,-3.9220954945007866,-3.000197277417491,0.9218982170832954,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,0,-3.9763980547108386,-2.409466602385768,1.5669314523250706,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,0,-3.851343068289511,-8.780950886371366,-4.929607818081855,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,0,-5.169429830366113,-1.7478192184405092,3.421610611925604,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,0,-10.679535879580168,0.5901386909289862,11.269674570509155,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,0,-9.091608301908359,-4.84293958865487,4.248668713253489,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,0,-0.7212552887771823,3.4663049352424813,4.187560224019664,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,0,-2.9241436247696626,0.3417164295456502,3.2658600543153127,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,0,-2.641674904403869,2.9936389074623238,5.635313811866193,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,0,-9.007597625250053,-3.031464532987708,5.976133092262345,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,0,-2.9853544683260314,2.4345897774147205,5.419944245740751,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,0,-6.413524208110205,-0.716977478292445,5.696546729817761,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,0,-6.460592172095385,1.898372540137681,8.358964712233066,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,0,-2.530160943301028,4.645260467026436,7.175421410327464,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,0,-1.2542773441031543,2.789407594370106,4.043684938473261,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,0,-7.881660123106936,-2.244019534735606,5.6376405883713305,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,0,-18.185036967199085,-18.267968693993993,-0.08293172679490723,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,0,-0.8514065411319014,-3.5530407948415608,-2.7016342537096594,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,0,-3.5967640041395517,-1.3637722284314142,2.2329917757081374,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,0,-2.5638265024097295,-2.462168076228555,0.10165842618117438,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,0,-8.125270024011716,-2.7494866813099645,5.375783342701752,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,0,-13.87015955352625,-4.893701540360623,8.976458013165626,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,0,-1.4589482721365712,2.4810072917229333,3.9399555638595043,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,1,-2.519163074202593,0.4458631644008405,2.9650262386034334,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,1,-7.802984305442214,0.19409723783086852,7.997081543273083,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,1,-1.1109708659892434,3.868501735934683,4.979472601923927,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,1,-11.095500831275418,-8.730293456086393,2.3652073751890246,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,1,-4.049188695325483,2.7421526535766247,6.791341348902108,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,1,0.6978202734959542,1.6232985273580913,0.9254782538621371,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,1,-3.1800672911815537,-5.889524958917209,-2.7094576677356557,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,1,-6.13328639895186,-1.1238876747793638,5.009398724172496,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,1,-5.9299674715372666,-10.108601354298285,-4.1786338827610185,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,1,-2.3727748666771564,-7.200777212567305,-4.828002345890148,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,1,-4.387785700886927,-7.679032380830168,-3.2912466799432405,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,1,-7.819411782483802,1.2700761967397924,9.089487979223595,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,1,-4.4027095955384,-5.944957683235012,-1.5422480876966125,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,1,-12.333909339271242,-13.852506653103525,-1.5185973138322826,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,1,-4.9605865525268165,-0.10881622982892623,4.85177032269789,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,1,-5.993811071764066,-5.438482923845317,0.5553281479187486,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,1,-1.200147391651423,2.687781257980111,3.887928649631534,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,1,-3.4288849472709577,-4.891355971716372,-1.4624710244454144,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,1,-7.271643051543881,-5.034962237216489,2.236680814327392,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,-8.444106781580484,-5.81051503038341,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,-9.516800902057286,-2.991804381277287,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,-0.24066997026262932,6.57431184285606,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,-1.3469741199079026,3.9960863072481185,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,2.9685736399661056,8.487409911215517,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,-6.652451398525928,-2.9158168309665276,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,-3.2917097676315414,8.563654073144797,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,0.9520944985576152,1.8465567841437198,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,-0.7842527825979486,5.394731438050961,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,-0.6593030245946974,10.884757266749164,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,-12.49553597279088,2.0423013016122553,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-13.75208266323889,20.62027360833286,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,21.760403803099134,23.064941931996746,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,2,-6.983178817827969,17.3878910487356,24.37106986656357,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,2,-4.873576347988527,17.080378227328016,21.953954575316544,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,2,-11.07525431654057,15.30192360782613,26.3771779243667,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,2,-9.802713671658147,14.12445032574765,23.9271639974058,batch-sfi,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
